,geometry
3977,"POLYGON ((1033774.7326173766 5261546.968451931, 1033774.7326173766 5262746.968451931, 1032574.7326173766 5262746.968451931, 1032574.7326173766 5261546.968451931, 1033774.7326173766 5261546.968451931))"
3978,"POLYGON ((1033774.7326173766 5262746.968451931, 1033774.7326173766 5263946.968451931, 1032574.7326173766 5263946.968451931, 1032574.7326173766 5262746.968451931, 1033774.7326173766 5262746.968451931))"
3979,"POLYGON ((1033774.7326173766 5263946.968451931, 1033774.7326173766 5265146.968451931, 1032574.7326173766 5265146.968451931, 1032574.7326173766 5263946.968451931, 1033774.7326173766 5263946.968451931))"
3980,"POLYGON ((1033774.7326173766 5265146.968451931, 1033774.7326173766 5266346.968451931, 1032574.7326173766 5266346.968451931, 1032574.7326173766 5265146.968451931, 1033774.7326173766 5265146.968451931))"
3981,"POLYGON ((1033774.7326173766 5266346.968451931, 1033774.7326173766 5267546.968451931, 1032574.7326173766 5267546.968451931, 1032574.7326173766 5266346.968451931, 1033774.7326173766 5266346.968451931))"
3982,"POLYGON ((1033774.7326173766 5267546.968451931, 1033774.7326173766 5268746.968451931, 1032574.7326173766 5268746.968451931, 1032574.7326173766 5267546.968451931, 1033774.7326173766 5267546.968451931))"
3983,"POLYGON ((1033774.7326173766 5268746.968451931, 1033774.7326173766 5269946.968451931, 1032574.7326173766 5269946.968451931, 1032574.7326173766 5268746.968451931, 1033774.7326173766 5268746.968451931))"
3984,"POLYGON ((1034974.7326173766 5261546.968451931, 1034974.7326173766 5262746.968451931, 1033774.7326173766 5262746.968451931, 1033774.7326173766 5261546.968451931, 1034974.7326173766 5261546.968451931))"
3985,"POLYGON ((1034974.7326173766 5262746.968451931, 1034974.7326173766 5263946.968451931, 1033774.7326173766 5263946.968451931, 1033774.7326173766 5262746.968451931, 1034974.7326173766 5262746.968451931))"
3986,"POLYGON ((1034974.7326173766 5263946.968451931, 1034974.7326173766 5265146.968451931, 1033774.7326173766 5265146.968451931, 1033774.7326173766 5263946.968451931, 1034974.7326173766 5263946.968451931))"
3987,"POLYGON ((1034974.7326173766 5265146.968451931, 1034974.7326173766 5266346.968451931, 1033774.7326173766 5266346.968451931, 1033774.7326173766 5265146.968451931, 1034974.7326173766 5265146.968451931))"
3988,"POLYGON ((1034974.7326173766 5266346.968451931, 1034974.7326173766 5267546.968451931, 1033774.7326173766 5267546.968451931, 1033774.7326173766 5266346.968451931, 1034974.7326173766 5266346.968451931))"
3989,"POLYGON ((1034974.7326173766 5284346.968451931, 1034974.7326173766 5285546.968451931, 1033774.7326173766 5285546.968451931, 1033774.7326173766 5284346.968451931, 1034974.7326173766 5284346.968451931))"
3990,"POLYGON ((1034974.7326173766 5285546.968451931, 1034974.7326173766 5286746.968451931, 1033774.7326173766 5286746.968451931, 1033774.7326173766 5285546.968451931, 1034974.7326173766 5285546.968451931))"
3991,"POLYGON ((1034974.7326173766 5286746.968451931, 1034974.7326173766 5287946.968451931, 1033774.7326173766 5287946.968451931, 1033774.7326173766 5286746.968451931, 1034974.7326173766 5286746.968451931))"
3992,"POLYGON ((1034974.7326173766 5287946.968451931, 1034974.7326173766 5289146.968451931, 1033774.7326173766 5289146.968451931, 1033774.7326173766 5287946.968451931, 1034974.7326173766 5287946.968451931))"
3993,"POLYGON ((1036174.7326173766 5261546.968451931, 1036174.7326173766 5262746.968451931, 1034974.7326173766 5262746.968451931, 1034974.7326173766 5261546.968451931, 1036174.7326173766 5261546.968451931))"
3994,"POLYGON ((1036174.7326173766 5262746.968451931, 1036174.7326173766 5263946.968451931, 1034974.7326173766 5263946.968451931, 1034974.7326173766 5262746.968451931, 1036174.7326173766 5262746.968451931))"
3995,"POLYGON ((1036174.7326173766 5263946.968451931, 1036174.7326173766 5265146.968451931, 1034974.7326173766 5265146.968451931, 1034974.7326173766 5263946.968451931, 1036174.7326173766 5263946.968451931))"
3996,"POLYGON ((1036174.7326173766 5265146.968451931, 1036174.7326173766 5266346.968451931, 1034974.7326173766 5266346.968451931, 1034974.7326173766 5265146.968451931, 1036174.7326173766 5265146.968451931))"
3997,"POLYGON ((1036174.7326173766 5266346.968451931, 1036174.7326173766 5267546.968451931, 1034974.7326173766 5267546.968451931, 1034974.7326173766 5266346.968451931, 1036174.7326173766 5266346.968451931))"
3998,"POLYGON ((1036174.7326173766 5267546.968451931, 1036174.7326173766 5268746.968451931, 1034974.7326173766 5268746.968451931, 1034974.7326173766 5267546.968451931, 1036174.7326173766 5267546.968451931))"
3999,"POLYGON ((1036174.7326173766 5283146.968451931, 1036174.7326173766 5284346.968451931, 1034974.7326173766 5284346.968451931, 1034974.7326173766 5283146.968451931, 1036174.7326173766 5283146.968451931))"
4000,"POLYGON ((1036174.7326173766 5284346.968451931, 1036174.7326173766 5285546.968451931, 1034974.7326173766 5285546.968451931, 1034974.7326173766 5284346.968451931, 1036174.7326173766 5284346.968451931))"
4001,"POLYGON ((1036174.7326173766 5285546.968451931, 1036174.7326173766 5286746.968451931, 1034974.7326173766 5286746.968451931, 1034974.7326173766 5285546.968451931, 1036174.7326173766 5285546.968451931))"
4002,"POLYGON ((1036174.7326173766 5286746.968451931, 1036174.7326173766 5287946.968451931, 1034974.7326173766 5287946.968451931, 1034974.7326173766 5286746.968451931, 1036174.7326173766 5286746.968451931))"
4003,"POLYGON ((1036174.7326173766 5287946.968451931, 1036174.7326173766 5289146.968451931, 1034974.7326173766 5289146.968451931, 1034974.7326173766 5287946.968451931, 1036174.7326173766 5287946.968451931))"
4004,"POLYGON ((1036174.7326173766 5289146.968451931, 1036174.7326173766 5290346.968451931, 1034974.7326173766 5290346.968451931, 1034974.7326173766 5289146.968451931, 1036174.7326173766 5289146.968451931))"
4005,"POLYGON ((1037374.7326173766 5263946.968451931, 1037374.7326173766 5265146.968451931, 1036174.7326173766 5265146.968451931, 1036174.7326173766 5263946.968451931, 1037374.7326173766 5263946.968451931))"
4006,"POLYGON ((1037374.7326173766 5265146.968451931, 1037374.7326173766 5266346.968451931, 1036174.7326173766 5266346.968451931, 1036174.7326173766 5265146.968451931, 1037374.7326173766 5265146.968451931))"
4007,"POLYGON ((1037374.7326173766 5266346.968451931, 1037374.7326173766 5267546.968451931, 1036174.7326173766 5267546.968451931, 1036174.7326173766 5266346.968451931, 1037374.7326173766 5266346.968451931))"
4008,"POLYGON ((1037374.7326173766 5267546.968451931, 1037374.7326173766 5268746.968451931, 1036174.7326173766 5268746.968451931, 1036174.7326173766 5267546.968451931, 1037374.7326173766 5267546.968451931))"
4009,"POLYGON ((1037374.7326173766 5268746.968451931, 1037374.7326173766 5269946.968451931, 1036174.7326173766 5269946.968451931, 1036174.7326173766 5268746.968451931, 1037374.7326173766 5268746.968451931))"
4010,"POLYGON ((1037374.7326173766 5269946.968451931, 1037374.7326173766 5271146.968451931, 1036174.7326173766 5271146.968451931, 1036174.7326173766 5269946.968451931, 1037374.7326173766 5269946.968451931))"
4011,"POLYGON ((1037374.7326173766 5280746.968451931, 1037374.7326173766 5281946.968451931, 1036174.7326173766 5281946.968451931, 1036174.7326173766 5280746.968451931, 1037374.7326173766 5280746.968451931))"
4012,"POLYGON ((1037374.7326173766 5281946.968451931, 1037374.7326173766 5283146.968451931, 1036174.7326173766 5283146.968451931, 1036174.7326173766 5281946.968451931, 1037374.7326173766 5281946.968451931))"
4013,"POLYGON ((1037374.7326173766 5283146.968451931, 1037374.7326173766 5284346.968451931, 1036174.7326173766 5284346.968451931, 1036174.7326173766 5283146.968451931, 1037374.7326173766 5283146.968451931))"
4014,"POLYGON ((1037374.7326173766 5284346.968451931, 1037374.7326173766 5285546.968451931, 1036174.7326173766 5285546.968451931, 1036174.7326173766 5284346.968451931, 1037374.7326173766 5284346.968451931))"
4015,"POLYGON ((1037374.7326173766 5285546.968451931, 1037374.7326173766 5286746.968451931, 1036174.7326173766 5286746.968451931, 1036174.7326173766 5285546.968451931, 1037374.7326173766 5285546.968451931))"
4016,"POLYGON ((1037374.7326173766 5286746.968451931, 1037374.7326173766 5287946.968451931, 1036174.7326173766 5287946.968451931, 1036174.7326173766 5286746.968451931, 1037374.7326173766 5286746.968451931))"
4017,"POLYGON ((1037374.7326173766 5287946.968451931, 1037374.7326173766 5289146.968451931, 1036174.7326173766 5289146.968451931, 1036174.7326173766 5287946.968451931, 1037374.7326173766 5287946.968451931))"
4018,"POLYGON ((1037374.7326173766 5289146.968451931, 1037374.7326173766 5290346.968451931, 1036174.7326173766 5290346.968451931, 1036174.7326173766 5289146.968451931, 1037374.7326173766 5289146.968451931))"
4019,"POLYGON ((1037374.7326173766 5290346.968451931, 1037374.7326173766 5291546.968451931, 1036174.7326173766 5291546.968451931, 1036174.7326173766 5290346.968451931, 1037374.7326173766 5290346.968451931))"
4020,"POLYGON ((1037374.7326173766 5291546.968451931, 1037374.7326173766 5292746.968451931, 1036174.7326173766 5292746.968451931, 1036174.7326173766 5291546.968451931, 1037374.7326173766 5291546.968451931))"
4021,"POLYGON ((1037374.7326173766 5292746.968451931, 1037374.7326173766 5293946.968451931, 1036174.7326173766 5293946.968451931, 1036174.7326173766 5292746.968451931, 1037374.7326173766 5292746.968451931))"
4022,"POLYGON ((1038574.7326173766 5265146.968451931, 1038574.7326173766 5266346.968451931, 1037374.7326173766 5266346.968451931, 1037374.7326173766 5265146.968451931, 1038574.7326173766 5265146.968451931))"
4023,"POLYGON ((1038574.7326173766 5266346.968451931, 1038574.7326173766 5267546.968451931, 1037374.7326173766 5267546.968451931, 1037374.7326173766 5266346.968451931, 1038574.7326173766 5266346.968451931))"
4024,"POLYGON ((1038574.7326173766 5267546.968451931, 1038574.7326173766 5268746.968451931, 1037374.7326173766 5268746.968451931, 1037374.7326173766 5267546.968451931, 1038574.7326173766 5267546.968451931))"
4025,"POLYGON ((1038574.7326173766 5268746.968451931, 1038574.7326173766 5269946.968451931, 1037374.7326173766 5269946.968451931, 1037374.7326173766 5268746.968451931, 1038574.7326173766 5268746.968451931))"
4026,"POLYGON ((1038574.7326173766 5269946.968451931, 1038574.7326173766 5271146.968451931, 1037374.7326173766 5271146.968451931, 1037374.7326173766 5269946.968451931, 1038574.7326173766 5269946.968451931))"
4027,"POLYGON ((1038574.7326173766 5271146.968451931, 1038574.7326173766 5272346.968451931, 1037374.7326173766 5272346.968451931, 1037374.7326173766 5271146.968451931, 1038574.7326173766 5271146.968451931))"
4028,"POLYGON ((1038574.7326173766 5272346.968451931, 1038574.7326173766 5273546.968451931, 1037374.7326173766 5273546.968451931, 1037374.7326173766 5272346.968451931, 1038574.7326173766 5272346.968451931))"
4029,"POLYGON ((1038574.7326173766 5273546.968451931, 1038574.7326173766 5274746.968451931, 1037374.7326173766 5274746.968451931, 1037374.7326173766 5273546.968451931, 1038574.7326173766 5273546.968451931))"
4030,"POLYGON ((1038574.7326173766 5274746.968451931, 1038574.7326173766 5275946.968451931, 1037374.7326173766 5275946.968451931, 1037374.7326173766 5274746.968451931, 1038574.7326173766 5274746.968451931))"
4031,"POLYGON ((1038574.7326173766 5275946.968451931, 1038574.7326173766 5277146.968451931, 1037374.7326173766 5277146.968451931, 1037374.7326173766 5275946.968451931, 1038574.7326173766 5275946.968451931))"
4032,"POLYGON ((1038574.7326173766 5277146.968451931, 1038574.7326173766 5278346.968451931, 1037374.7326173766 5278346.968451931, 1037374.7326173766 5277146.968451931, 1038574.7326173766 5277146.968451931))"
4033,"POLYGON ((1038574.7326173766 5278346.968451931, 1038574.7326173766 5279546.968451931, 1037374.7326173766 5279546.968451931, 1037374.7326173766 5278346.968451931, 1038574.7326173766 5278346.968451931))"
4034,"POLYGON ((1038574.7326173766 5279546.968451931, 1038574.7326173766 5280746.968451931, 1037374.7326173766 5280746.968451931, 1037374.7326173766 5279546.968451931, 1038574.7326173766 5279546.968451931))"
4035,"POLYGON ((1038574.7326173766 5280746.968451931, 1038574.7326173766 5281946.968451931, 1037374.7326173766 5281946.968451931, 1037374.7326173766 5280746.968451931, 1038574.7326173766 5280746.968451931))"
4036,"POLYGON ((1038574.7326173766 5281946.968451931, 1038574.7326173766 5283146.968451931, 1037374.7326173766 5283146.968451931, 1037374.7326173766 5281946.968451931, 1038574.7326173766 5281946.968451931))"
4037,"POLYGON ((1038574.7326173766 5283146.968451931, 1038574.7326173766 5284346.968451931, 1037374.7326173766 5284346.968451931, 1037374.7326173766 5283146.968451931, 1038574.7326173766 5283146.968451931))"
4038,"POLYGON ((1038574.7326173766 5284346.968451931, 1038574.7326173766 5285546.968451931, 1037374.7326173766 5285546.968451931, 1037374.7326173766 5284346.968451931, 1038574.7326173766 5284346.968451931))"
4039,"POLYGON ((1038574.7326173766 5287946.968451931, 1038574.7326173766 5289146.968451931, 1037374.7326173766 5289146.968451931, 1037374.7326173766 5287946.968451931, 1038574.7326173766 5287946.968451931))"
4040,"POLYGON ((1038574.7326173766 5289146.968451931, 1038574.7326173766 5290346.968451931, 1037374.7326173766 5290346.968451931, 1037374.7326173766 5289146.968451931, 1038574.7326173766 5289146.968451931))"
4041,"POLYGON ((1038574.7326173766 5290346.968451931, 1038574.7326173766 5291546.968451931, 1037374.7326173766 5291546.968451931, 1037374.7326173766 5290346.968451931, 1038574.7326173766 5290346.968451931))"
4042,"POLYGON ((1038574.7326173766 5291546.968451931, 1038574.7326173766 5292746.968451931, 1037374.7326173766 5292746.968451931, 1037374.7326173766 5291546.968451931, 1038574.7326173766 5291546.968451931))"
4043,"POLYGON ((1039774.7326173766 5268746.968451931, 1039774.7326173766 5269946.968451931, 1038574.7326173766 5269946.968451931, 1038574.7326173766 5268746.968451931, 1039774.7326173766 5268746.968451931))"
4044,"POLYGON ((1039774.7326173766 5269946.968451931, 1039774.7326173766 5271146.968451931, 1038574.7326173766 5271146.968451931, 1038574.7326173766 5269946.968451931, 1039774.7326173766 5269946.968451931))"
4045,"POLYGON ((1039774.7326173766 5271146.968451931, 1039774.7326173766 5272346.968451931, 1038574.7326173766 5272346.968451931, 1038574.7326173766 5271146.968451931, 1039774.7326173766 5271146.968451931))"
4046,"POLYGON ((1039774.7326173766 5272346.968451931, 1039774.7326173766 5273546.968451931, 1038574.7326173766 5273546.968451931, 1038574.7326173766 5272346.968451931, 1039774.7326173766 5272346.968451931))"
4047,"POLYGON ((1039774.7326173766 5273546.968451931, 1039774.7326173766 5274746.968451931, 1038574.7326173766 5274746.968451931, 1038574.7326173766 5273546.968451931, 1039774.7326173766 5273546.968451931))"
4048,"POLYGON ((1039774.7326173766 5274746.968451931, 1039774.7326173766 5275946.968451931, 1038574.7326173766 5275946.968451931, 1038574.7326173766 5274746.968451931, 1039774.7326173766 5274746.968451931))"
4049,"POLYGON ((1039774.7326173766 5275946.968451931, 1039774.7326173766 5277146.968451931, 1038574.7326173766 5277146.968451931, 1038574.7326173766 5275946.968451931, 1039774.7326173766 5275946.968451931))"
4050,"POLYGON ((1039774.7326173766 5277146.968451931, 1039774.7326173766 5278346.968451931, 1038574.7326173766 5278346.968451931, 1038574.7326173766 5277146.968451931, 1039774.7326173766 5277146.968451931))"
4051,"POLYGON ((1039774.7326173766 5278346.968451931, 1039774.7326173766 5279546.968451931, 1038574.7326173766 5279546.968451931, 1038574.7326173766 5278346.968451931, 1039774.7326173766 5278346.968451931))"
4052,"POLYGON ((1039774.7326173766 5279546.968451931, 1039774.7326173766 5280746.968451931, 1038574.7326173766 5280746.968451931, 1038574.7326173766 5279546.968451931, 1039774.7326173766 5279546.968451931))"
4053,"POLYGON ((1039774.7326173766 5280746.968451931, 1039774.7326173766 5281946.968451931, 1038574.7326173766 5281946.968451931, 1038574.7326173766 5280746.968451931, 1039774.7326173766 5280746.968451931))"
4054,"POLYGON ((1039774.7326173766 5281946.968451931, 1039774.7326173766 5283146.968451931, 1038574.7326173766 5283146.968451931, 1038574.7326173766 5281946.968451931, 1039774.7326173766 5281946.968451931))"
4055,"POLYGON ((1039774.7326173766 5283146.968451931, 1039774.7326173766 5284346.968451931, 1038574.7326173766 5284346.968451931, 1038574.7326173766 5283146.968451931, 1039774.7326173766 5283146.968451931))"
4056,"POLYGON ((1039774.7326173766 5289146.968451931, 1039774.7326173766 5290346.968451931, 1038574.7326173766 5290346.968451931, 1038574.7326173766 5289146.968451931, 1039774.7326173766 5289146.968451931))"
